Player,Country,Matches,Innings,Wickets,Runs,Best-bowling-figure,Strike-Rate,Average,Economy,4-Wickets,Fifer,Starting Year,Ending Year
S Amarnath,India,3,,,,,-,,,,,1978,1978
SW Ambris,West Indies,9,,,,,-,,,,,2017,2019
TR Ambrose,England,5,,,,,-,,,,,2008,2008
DL Amiss,England,18,,,,,-,,,,,1972,1977
Amjad Ali,UAE,17,,,,,-,,,,,2008,2015
HM Amla,South Africa,181,,,,,-,,,,,2008,2019
Anamul Haque,Bangladesh,38,,,,,-,,,,,2012,2019
RW Anderson,New Zealand,2,,,,,-,,,,,1976,1978
Anil Dalpat,Pakistan,15,,,,,-,,,,,1984,1986
Ankur Vasishta,Hong Kong,4,,,,,-,,,,,2014,2014
ZS Ansari,England,1,,,,,-,,,,,2015,2015
Anwar Hossain,Bangladesh,1,,,,,-,,,,,2002,2002
V Aravind,UAE,3,,,,,-,,,,,2019,2019
KJ Arnott,Zimbabwe,13,,,,,-,,,,,1987,1993
Arshad Pervez,Pakistan,2,,,,,-,,,,,1978,1978
J Arun Lal,India,13,,,,,-,,,,,1982,1989
Asghar Ali,UAE,2,,,,,-,,,,,2004,2004
Ashraf Ali,Pakistan,16,,,,,-,,,,,1980,1985
Asif Mahmood,Pakistan,2,,,,,-,,,,,1998,1998
SK Atai,Papua New Guinea,2,,,,,-,,,,,2019,2019
MA Atherton,England,54,,,,,-,,,,,1990,1998
Atiq-uz-Zaman,Pakistan,3,,,,,-,,,,,2000,2000
JJ Atkinson,Hong Kong,9,,,,,-,,,,,2008,2017
Azam Khan,Pakistan,6,,,,,-,,,,,1996,1998
Azmat Rana,Pakistan,2,,,,,-,,,,,1978,1978
SJ Baard,Namibia,5,,,,,-,,,,,2019,2019
Babar Azam,Pakistan,74,,,,,-,,,,,2015,2019
SFAF Bacchus,West Indies,29,,,,,-,,,,,1978,1983
S Badrinath,India,7,,,,,-,,,,,2008,2011
A Bagai,Canada,62,,,,,-,,,,,2003,2013
GJ Bailey,Australia,90,,,,,-,,,,,2012,2016
MD Bailey,New Zealand,1,,,,,-,,,,,1998,1998
DL Bairstow,England,21,,,,,-,,,,,1979,1984
JM Bairstow,England,74,,,,,-,,,,,2011,2019
S Baksh,Canada,1,,,,,-,,,,,1979,1979
GS Ballance,England,16,,,,,-,,,,,2013,2015
AB Barath,West Indies,14,,,,,-,,,,,2010,2012
GD Barlow,England,6,,,,,-,,,,,1976,1977
GEF Barnett,Canada,22,,,,,-,,,,,2006,2010
KJ Barnett,England,1,,,,,-,,,,,1988,1988
DM Basden,Bermuda,2,,,,,-,,,,,2007,2007
IPP Batuwitarachchi,UAE,2,,,,,-,,,,,2008,2008
D Bau,Papua New Guinea,10,,,,,-,,,,,2016,2017
CS Baugh,West Indies,47,,,,,-,,,,,2003,2012
T Bavuma,South Africa,2,,,,,-,,,,,2016,2017
AC Bedade,India,13,,,,,-,,,,,1994,1994
MD Bell,New Zealand,7,,,,,-,,,,,1998,2001
MR Benson,England,1,,,,,-,,,,,1986,1986
AR Berenger,UAE,10,,,,,-,,,,,2014,2015
B Bhandari,Nepal,3,,,,,-,,,,,2019,2019
M Bhanuka,Sri Lanka,1,,,,,-,,,,,2019,2019
RA Bhatti,Canada,1,,,,,-,,,,,2011,2011
IS Billcliff,Canada,19,,,,,-,,,,,2003,2009
SW Billings,England,15,,,,,-,,,,,2015,2018
GA Bishop,Australia,2,,,,,-,,,,,1987,1987
TE Blain,New Zealand,38,,,,,-,,,,,1986,1994
G Blakeney,Bermuda,2,,,,,-,,,,,2009,2009
RJ Blakey,England,3,,,,,-,,,,,1992,1993
LE Bosman,South Africa,14,,,,,-,,,,,2006,2010
MV Boucher,South Africa,295,,,,,-,,,,,1998,2011
DM Bravo,West Indies,110,,,,,-,,,,,2009,2019
JP Bray,Ireland,15,,,,,-,,,,,2006,2007
JM Brearley,England,25,,,,,-,,,,,1977,1980
GA Briant,Zimbabwe,5,,,,,-,,,,,1993,1993
NT Broom,New Zealand,39,,,,,-,,,,,2009,2017
RD Brown,Zimbabwe,7,,,,,-,,,,,1983,1987
CO Browne,West Indies,46,,,,,-,,,,,1995,2005
PA Browne,West Indies,5,,,,,-,,,,,2008,2008
DG Brownlie,New Zealand,16,,,,,-,,,,,2012,2017
GK Bruk-Jackson,Zimbabwe,1,,,,,-,,,,,1993,1993
JA Burns,Australia,6,,,,,-,,,,,2015,2015
AR Butcher,England,1,,,,,-,,,,,1980,1980
RO Butcher,England,3,,,,,-,,,,,1980,1981
JC Buttler,England,142,,,,,-,,,,,2012,2019
AF Buurman,Netherlands,17,,,,,-,,,,,2007,2011
RJ Campbell,Australia,2,,,,,-,,,,,2002,2002
AT Carey,Australia,29,,,,,-,,,,,2018,2019
SV Carlisle,Zimbabwe,111,,,,,-,,,,,1995,2005
C Carter,Hong Kong,11,,,,,-,,,,,2015,2018
HWR Cartwright,Australia,2,,,,,-,,,,,2017,2017
JJ Celestine,Bermuda,8,,,,,-,,,,,2007,2008
RW Chakabva,Zimbabwe,38,,,,,-,,,,,2008,2019
LD Chandimal,Sri Lanka,146,,,,,-,,,,,2010,2019
VB Chandrasekhar,India,7,,,,,-,,,,,1988,1990
MS Chapman,Hong Kong,5,,,,,-,,,,,2015,2018
CJD Chappell,Canada,3,,,,,-,,,,,1979,1979
BB Chari,Zimbabwe,11,,,,,-,,,,,2015,2019
CPS Chauhan,India,7,,,,,-,,,,,1978,1981
M Cheruparambil,Hong Kong,2,,,,,-,,,,,2004,2004
Chirag Suri,UAE,14,,,,,-,,,,,2018,2019
DN Chudasama,Kenya,20,,,,,-,,,,,1996,1999
DR Chumney,Canada,21,,,,,-,,,,,2003,2007
NE Clarke,Netherlands,5,,,,,-,,,,,1996,1996
FRJ Coleman,Scotland,16,,,,,-,,,,,2013,2015
PG Coman,New Zealand,3,,,,,-,,,,,1973,1974
AN Cook,England,92,,,,,-,,,,,2006,2014
G Cook,England,6,,,,,-,,,,,1981,1983
SJ Cook,South Africa,4,,,,,-,,,,,1991,1993
BN Cooper,Netherlands,8,,,,,-,,,,,2013,2019
CK Coventry,Zimbabwe,39,,,,,-,,,,,2003,2015
MC Cowdrey,England,1,,,,,-,,,,,1971,1971
RT Crandon,West Indies,1,,,,,-,,,,,2009,2009
JP Crawley,England,13,,,,,-,,,,,1994,1999
FS Crockwell,Bermuda,2,,,,,-,,,,,2009,2009
MH Cross,Scotland,52,,,,,-,,,,,2014,2019
V Dahiya,India,19,,,,,-,,,,,2000,2001
WM Darling,Australia,18,,,,,-,,,,,1978,1982
SS Das,India,4,,,,,-,,,,,2001,2002
D Dasgupta,India,5,,,,,-,,,,,2001,2001
PB Dassanayake,Sri Lanka,16,,,,,-,,,,,1993,1994
H Davids,South Africa,2,,,,,-,,,,,2013,2013
AG Davies,Scotland,5,,,,,-,,,,,1999,1999
SG Davies,Zimbabwe,4,,,,,-,,,,,1996,1996
SM Davies,England,8,,,,,-,,,,,2009,2011
IC Davis,Australia,3,,,,,-,,,,,1974,1977
JJ Dawood,Canada,2,,,,,-,,,,,2009,2010
RG de Alwis,Sri Lanka,31,,,,,-,,,,,1983,1988
Q de Kock,South Africa,115,,,,,-,,,,,2013,2019
MH Denness,England,12,,,,,-,,,,,1973,1975
FA Dennis,Canada,3,,,,,-,,,,,1979,1979
JH Desai,USA,1,,,,,-,,,,,2004,2004
SI de Saram,Sri Lanka,15,,,,,-,,,,,1999,2001
AM de Silva,Sri Lanka,4,,,,,-,,,,,1986,1993
SKL de Silva,Sri Lanka,11,,,,,-,,,,,1997,1997
P Dharmani,India,1,,,,,-,,,,,1996,1996
S Dhawan,India,133,,,,,-,,,,,2010,2019
HS Dhillon,Canada,2,,,,,-,,,,,2006,2006
Dhiman Ghosh,Bangladesh,14,,,,,-,,,,,2008,2008
N Dickwella,Sri Lanka,52,,,,,-,,,,,2014,2019
WP Diepeveen,Netherlands,1,,,,,-,,,,,2011,2011
SS Dighe,India,23,,,,,-,,,,,2000,2001
HH Dippenaar,South Africa,107,,,,,-,,,,,1999,2007
MJ Di Venuto,Australia,9,,,,,-,,,,,1997,1997
K Doriga,Papua New Guinea,14,,,,,-,,,,,2017,2019
CRM Douglas,Bermuda,2,,,,,-,,,,,2008,2008
MW Douglas,New Zealand,6,,,,,-,,,,,1994,1995
TM Dowlin,West Indies,11,,,,,-,,,,,2009,2010
PR Downton,England,28,,,,,-,,,,,1977,1988
SO Dowrich,West Indies,1,,,,,-,,,,,2019,2019
BM Duckett,England,3,,,,,-,,,,,2016,2016
T Duffin,Zimbabwe,23,,,,,-,,,,,2006,2007
PJL Dujon,West Indies,169,,,,,-,,,,,1981,1991
CI Dunusinghe,Sri Lanka,1,,,,,-,,,,,1995,1995
GC Dyer,Australia,23,,,,,-,,,,,1986,1988
J Dyson,Australia,29,,,,,-,,,,,1980,1983
J Edness,Bermuda,11,,,,,-,,,,,2007,2008
JH Edrich,England,7,,,,,-,,,,,1971,1975
KA Edwards,West Indies,16,,,,,-,,,,,2011,2014
R Edwards,Australia,9,,,,,-,,,,,1972,1975
SA Edwards,Netherlands,4,,,,,-,,,,,2018,2019
MTG Elliott,Australia,1,,,,,-,,,,,1997,1997
PA Emery,Australia,1,,,,,-,,,,,1994,1994
FM Engineer,India,5,,,,,-,,,,,1974,1975
CR Ervine,Zimbabwe,93,,,,,-,,,,,2010,2019
EA Essop-Adam,Zimbabwe,1,,,,,-,,,,,1992,1992
Fahad Nawaz,UAE,2,,,,,-,,,,,2019,2019
Fahad Usman,UAE,2,,,,,-,,,,,2004,2004
Faisal Athar,Pakistan,1,,,,,-,,,,,2003,2003
Faruk Ahmed,Bangladesh,7,,,,,-,,,,,1988,1999
FY Fazal,India,1,,,,,-,,,,,2016,2016
CJ Ferguson,Australia,30,,,,,-,,,,,2009,2011
N Fernandes,UAE,1,,,,,-,,,,,2008,2008
ER Fernando,Sri Lanka,3,,,,,-,,,,,1975,1975
ERNS Fernando,Sri Lanka,7,,,,,-,,,,,1983,1983
UNK Fernando,Sri Lanka,2,,,,,-,,,,,1994,1994
WIA Fernando,Sri Lanka,15,,,,,-,,,,,2016,2019
J Figy John,UAE,1,,,,,-,,,,,2019,2019
SE Findlay,West Indies,9,,,,,-,,,,,2008,2009
R Flannigan,Scotland,1,,,,,-,,,,,2010,2010
KWR Fletcher,England,24,,,,,-,,,,,1971,1982
BT Foakes,England,1,,,,,-,,,,,2019,2019
PJ Forrest,Australia,15,,,,,-,,,,,2012,2012
JS Foster,England,11,,,,,-,,,,,2001,2002
G Fowler,England,26,,,,,-,,,,,1983,1986
TJ Franklin,New Zealand,3,,,,,-,,,,,1983,1988
BN French,England,13,,,,,-,,,,,1985,1988
PG Fulton,New Zealand,49,,,,,-,,,,,2004,2009
RS Gabriel,West Indies,11,,,,,-,,,,,1984,1984
DJ Gandhi,India,3,,,,,-,,,,,1999,2000
HJW Gardiner,Scotland,11,,,,,-,,,,,2013,2015
LV Garrick,West Indies,3,,,,,-,,,,,2001,2001
LK Germon,New Zealand,37,,,,,-,,,,,1994,1997
Ghulam Ali,Pakistan,3,,,,,-,,,,,1993,1995
Ghulam Shabber,UAE,23,,,,,-,,,,,2017,2019
T Gibbons,Bermuda,2,,,,,-,,,,,2006,2006
HH Gibbs,South Africa,248,,,,,-,,,,,1996,2010
AC Gilchrist,Australia,287,,,,,-,,,,,1996,2008
PG Gillespie,Ireland,5,,,,,-,,,,,2006,2007
DM Gondaria,Kenya,2,,,,,-,,,,,2013,2013
HM Goonatilleke,Sri Lanka,6,,,,,-,,,,,1982,1982
IJ Gould,England,18,,,,,-,,,,,1983,1983
ZE Green,Namibia,5,,,,,-,,,,,2019,2019
AE Greenidge,West Indies,1,,,,,-,,,,,1978,1978
AFG Griffith,West Indies,9,,,,,-,,,,,1996,2000
R Gunasekera,Canada,19,,,,,-,,,,,2008,2014
AAW Gunawardena,Sri Lanka,1,,,,,-,,,,,1994,1994
DA Gunawardene,Sri Lanka,61,,,,,-,,,,,1998,2006
SK Gupta,Kenya,10,,,,,-,,,,,1996,2001
Gurdeep Singh,Kenya,1,,,,,-,,,,,2013,2013
Gursharan Singh,India,1,,,,,-,,,,,1990,1990
BJ Haddin,Australia,126,,,,,-,,,,,2001,2015
BG Hadlee,New Zealand,2,,,,,-,,,,,1975,1975
Hafizur Rahman,Bangladesh,2,,,,,-,,,,,1986,1986
RS Haire,Ireland,2,,,,,-,,,,,2008,2008
OJ Hairs,Scotland,5,,,,,-,,,,,2010,2010
AD Hales,England,70,,,,,-,,,,,2014,2019
JD Hall,Ireland,3,,,,,-,,,,,2010,2010
JH Hampshire,England,3,,,,,-,,,,,1971,1972
Hamza Tariq,Canada,7,,,,,-,,,,,2011,2014
PSP Handscomb,Australia,22,,,,,-,,,,,2017,2019
Harilal Shah,South Africa,3,,,,,-,,,,,1975,1975
Haroon Rasheed,Pakistan,12,,,,,-,,,,,1977,1982
JV Harris,Canada,6,,,,,-,,,,,2003,2003
RG Hart,New Zealand,2,,,,,-,,,,,2002,2002
RT Hart,New Zealand,1,,,,,-,,,,,1985,1985
BR Hartland,New Zealand,16,,,,,-,,,,,1992,1994
Harunur Rashid,Bangladesh,2,,,,,-,,,,,1988,1988
Hasan Raza,Pakistan,16,,,,,-,,,,,1996,1999
BF Hastings,New Zealand,11,,,,,-,,,,,1973,1975
FC Hayes,England,6,,,,,-,,,,,1973,1975
Hazratullah Zazai,Afghanistan,16,,,,,-,,,,,2018,2019
RGA Headley,West Indies,1,,,,,-,,,,,1973,1973
IA Healy,Australia,168,,,,,-,,,,,1988,1997
SP Heaney,Canada,4,,,,,-,,,,,2006,2006
SD Heazlett,Australia,1,,,,,-,,,,,2017,2017
JG Heron,Zimbabwe,6,,,,,-,,,,,1983,1983
SO Hetmyer,West Indies,43,,,,,-,,,,,2017,2019
PD Heyn,Sri Lanka,2,,,,,-,,,,,1975,1975
AMJ Hilditch,Australia,8,,,,,-,,,,,1979,1985
RIC Holder,West Indies,37,,,,,-,,,,,1993,1997
KA Hope,West Indies,7,,,,,-,,,,,2017,2017
SD Hope,West Indies,72,,,,,-,,,,,2016,2019
GJ Hopkins,New Zealand,25,,,,,-,,,,,2004,2010
MJ Horne,New Zealand,50,,,,,-,,,,,1997,2002
PA Horne,New Zealand,4,,,,,-,,,,,1987,1987
JM How,New Zealand,41,,,,,-,,,,,2005,2011
LG Howell,New Zealand,12,,,,,-,,,,,1998,1998
PJ Hughes,Australia,25,,,,,-,,,,,2013,2014
Humayun Farhat,Pakistan,5,,,,,-,,,,,2001,2001
GW Humpage,England,3,,,,,-,,,,,1981,1981
N Hussain,England,88,,,,,-,,,,,1989,2003
RO Hussain,Scotland,8,,,,,-,,,,,2006,2010
KH Butt,Hong Kong,2,,,,,-,,,,,2008,2008
DP Hyatt,West Indies,9,,,,,-,,,,,2011,2011
Ibrahim Zadran,Afghanistan,1,,,,,-,,,,,2019,2019
Ihsanullah,Afghanistan,16,,,,,-,,,,,2017,2018
Ikram Alikhil,Afghanistan,12,,,,,-,,,,,2019,2019
Imam-ul-Haq,Pakistan,37,,,,,-,,,,,2017,2019
Imran Abbas,Pakistan,2,,,,,-,,,,,2000,2000
Imrul Kayes,Bangladesh,78,,,,,-,,,,,2008,2018
Imtiaz Abbasi,UAE,7,,,,,-,,,,,1994,1996
PJ Ingram,New Zealand,8,,,,,-,,,,,2010,2010
IT Iqbal,Kenya,3,,,,,-,,,,,1996,1996
RD Jacobs,West Indies,147,,,,,-,,,,,1996,2004
W Jaffer,India,2,,,,,-,,,,,2006,2006
Jahangir Alam,Bangladesh,3,,,,,-,,,,,1997,1999
Jahurul Islam,Bangladesh,14,,,,,-,,,,,2010,2013
WR James,Zimbabwe,11,,,,,-,,,,,1992,1996
PA Jaques,Australia,6,,,,,-,,,,,2006,2007
Jatinder Singh,Oman,5,,,,,-,,,,,2019,2019
Javed Omar,Bangladesh,59,,,,,-,,,,,1995,2007
Javed Qadeer,Pakistan,1,,,,,-,,,,,1995,1995
Jawahir Shah,South Africa,3,,,,,-,,,,,1975,1975
RSA Jayasekera,Sri Lanka,2,,,,,-,,,,,1982,1982
SA Jayasinghe,Sri Lanka,2,,,,,-,,,,,1979,1979
HAPW Jayawardene,Sri Lanka,6,,,,,-,,,,,2003,2007
LR Johnson,West Indies,6,,,,,-,,,,,2008,2015
MR Johnson,USA,2,,,,,-,,,,,2004,2004
GO Jones,England,51,,,,,-,,,,,2004,2014
MA Jones,Scotland,8,,,,,-,,,,,2018,2019
RA Jones,New Zealand,5,,,,,-,,,,,2003,2003
C Jonker,South Africa,2,,,,,-,,,,,2018,2018
S Jora,Nepal,1,,,,,-,,,,,2019,2019
SC Joseph,West Indies,13,,,,,-,,,,,2000,2005
DI Joyce,Ireland,3,,,,,-,,,,,2006,2007
EC Joyce,England,78,,,,,-,,,,,2006,2018
R Kaia,Zimbabwe,1,,,,,-,,,,,2015,2015
M Kaif,India,125,,,,,-,,,,,2002,2006
AV Kale,India,1,,,,,-,,,,,2003,2003
RS Kaluwitharana,Sri Lanka,189,,,,,-,,,,,1990,2004
Kamran Akmal,Pakistan,157,,,,,-,,,,,2002,2017
TS Kamunhukamwe,Zimbabwe,3,,,,,-,,,,,2018,2019
RB Kanhai,West Indies,7,,,,,-,,,,,1973,1975
M Karg,Namibia,3,,,,,-,,,,,2003,2003
IA Karim,Kenya,9,,,,,-,,,,,2011,2014
SS Karim,India,34,,,,,-,,,,,1997,2000
KD Karthik,India,94,,,,,-,,,,,2004,2019
F Kasteni,Zimbabwe,3,,,,,-,,,,,2007,2007
SM Katich,Australia,45,,,,,-,,,,,2001,2006
MF Kent,Australia,5,,,,,-,,,,,1981,1981
RB Kerr,Australia,4,,,,,-,,,,,1985,1985
D Keulder,Namibia,6,,,,,-,,,,,2003,2003
RWT Key,England,5,,,,,-,,,,,2003,2004
SP Khakurel,Nepal,2,,,,,-,,,,,2018,2018
Khaled Mashud,Bangladesh,126,,,,,-,,,,,1995,2006
Khalid Latif,Pakistan,5,,,,,-,,,,,2008,2010
SC Khanna,India,10,,,,,-,,,,,1979,1984
UT Khawaja,Australia,40,,,,,-,,,,,2013,2019
GK Khoda,India,2,,,,,-,,,,,1998,1998
AR Khurasiya,India,12,,,,,-,,,,,1999,2001
Khurram Manzoor,Pakistan,7,,,,,-,,,,,2008,2009
Khurram Nawaz,Oman,3,,,,,-,,,,,2019,2019
C Kieswetter,England,46,,,,,-,,,,,2010,2013
BA King,West Indies,1,,,,,-,,,,,2019,2019
SMH Kirmani,India,49,,,,,-,,,,,1976,1986
H Klaasen,South Africa,14,,,,,-,,,,,2018,2019
NV Knight,England,100,,,,,-,,,,,1996,2003
APE Knott,England,20,,,,,-,,,,,1971,1977
LJ Koen,South Africa,5,,,,,-,,,,,1997,2000
JP Kotze,Namibia,5,,,,,-,,,,,2019,2019
P Krishnamurthy,India,1,,,,,-,,,,,1976,1976
CK Kruger,Hong Kong,2,,,,,-,,,,,2008,2008
N Kruger,Netherlands,2,,,,,-,,,,,2011,2011
DSBP Kuruppu,Sri Lanka,54,,,,,-,,,,,1983,1990
BM Laird,Australia,23,,,,,-,,,,,1979,1982
SB Lama,Hong Kong,1,,,,,-,,,,,2004,2004
JL Langer,Australia,8,,,,,-,,,,,1994,1997
TWM Latham,New Zealand,95,,,,,-,,,,,2012,2019
WM Lawry,Australia,1,,,,,-,,,,,1971,1971
WK Lees,New Zealand,31,,,,,-,,,,,1979,1983
E Lewis,West Indies,48,,,,,-,,,,,2016,2019
GFJ Liebenberg,South Africa,4,,,,,-,,,,,1995,1998
Liton Das,Bangladesh,33,,,,,-,,,,,2015,2019
GD Lloyd,England,6,,,,,-,,,,,1996,1998
TA Lloyd,England,3,,,,,-,,,,,1984,1984
DR Lockhart,Scotland,14,,,,,-,,,,,2006,2010
JD Love,England,3,,,,,-,,,,,1981,1981
MB Loye,England,7,,,,,-,,,,,2007,2007
BW Luckhurst,England,3,,,,,-,,,,,1975,1975
MJ Lumb,England,3,,,,,-,,,,,2014,2014
MA Lynch,England,3,,,,,-,,,,,1988,1988
CA Lynn,Australia,4,,,,,-,,,,,2017,2018
C McAuslan,Hong Kong,2,,,,,-,,,,,2017,2017
NFI McCallum,Scotland,43,,,,,-,,,,,2006,2011
RB McCosker,Australia,14,,,,,-,,,,,1975,1982
BB McCullum,New Zealand,260,,,,,-,,,,,2002,2016
PD McGlashan,New Zealand,4,,,,,-,,,,,2009,2009
JA Maclean,Australia,2,,,,,-,,,,,1979,1979
H McLeod,South Africa,2,,,,,-,,,,,1975,1975
NJ MacRae,Scotland,2,,,,,-,,,,,2006,2006
EB McSweeney,New Zealand,16,,,,,-,,,,,1986,1987
DL Maddy,England,8,,,,,-,,,,,1998,2000
TN Madondo,Zimbabwe,13,,,,,-,,,,,1998,2001
Mahbubur Rahman,Bangladesh,1,,,,,-,,,,,1999,1999
JP Maher,Australia,26,,,,,-,,,,,1998,2003
Mahmood Hamid,Pakistan,1,,,,,-,,,,,1995,1995
DJ Malan,England,1,,,,,-,,,,,2019,2019
JS Malhotra,USA,5,,,,,-,,,,,2019,2019
G Malla,Nepal,6,,,,,-,,,,,2018,2019
GA Manou,Australia,4,,,,,-,,,,,2009,2009
A Maregwede,Zimbabwe,11,,,,,-,,,,,2003,2005
RW Marsh,Australia,92,,,,,-,,,,,1971,1984
SE Marsh,Australia,73,,,,,-,,,,,2008,2019
CA Marshall,Canada,2,,,,,-,,,,,1979,1979
HJH Marshall,New Zealand,66,,,,,-,,,,,2003,2007
JAH Marshall,New Zealand,10,,,,,-,,,,,2005,2008
JJ Martin,India,10,,,,,-,,,,,1999,2001
Masood Iqbal,Pakistan,1,,,,,-,,,,,1984,1984
SJ Massiah,USA,2,,,,,-,,,,,2004,2004
EH Mattis,West Indies,2,,,,,-,,,,,1981,1981
BM Mauricette,Canada,3,,,,,-,,,,,1979,1979
TMK Mawoyo,Zimbabwe,7,,,,,-,,,,,2006,2014
MP Maynard,England,14,,,,,-,,,,,1994,2000
RD McCann,Ireland,8,,,,,-,,,,,2010,2010
JA McCollum,Ireland,8,,,,,-,,,,,2019,2019
SS McKechnie,Hong Kong,8,,,,,-,,,,,2017,2018
V Mehra,UAE,6,,,,,-,,,,,1994,1996
PS Mehta,South Africa,1,,,,,-,,,,,1975,1975
LRD Mendis,Sri Lanka,79,,,,,-,,,,,1975,1989
MC Mendis,Sri Lanka,1,,,,,-,,,,,1995,1995
DA Miller,South Africa,126,,,,,-,,,,,2010,2019
DA Minors,Bermuda,20,,,,,-,,,,,2006,2007
Mohammad Aslam,UAE,4,,,,,-,,,,,1996,1996
Mohammad Iqbal,Canada,5,,,,,-,,,,,2007,2008
Mohammad Ishaq,UAE,5,,,,,-,,,,,1994,1996
Mohammad Mithun,Bangladesh,24,,,,,-,,,,,2014,2019
Mohammad Rizwan,Pakistan,32,,,,,-,,,,,2015,2019
Mohammad Salim,Bangladesh,1,,,,,-,,,,,2003,2003
Mohammad Salman,Pakistan,7,,,,,-,,,,,2011,2011
Mohammad Shahzad,Afghanistan,84,,,,,-,,,,,2009,2019
Mohammad Wasim,Pakistan,25,,,,,-,,,,,1996,2000
Mohibullah Oryakhel,Afghanistan,2,,,,,-,,,,,2013,2013
Moin-ul-Atiq,Pakistan,5,,,,,-,,,,,1988,1989
Moin Khan,Pakistan,219,,,,,-,,,,,1990,2004
NR Mongia,India,140,,,,,-,,,,,1994,2000
Moniruzzaman,Bangladesh,2,,,,,-,,,,,2003,2003
PJ Moor,Zimbabwe,49,,,,,-,,,,,2014,2019
KS More,India,94,,,,,-,,,,,1984,1993
VV Morea,Papua New Guinea,13,,,,,-,,,,,2014,2018
DWO Morgan,Bermuda,2,,,,,-,,,,,2006,2006
EJG Morgan,England,233,,,,,-,,,,,2006,2019
JE Morris,England,8,,,,,-,,,,,1990,1991
JK Moss,Australia,1,,,,,-,,,,,1979,1979
MD Moxon,England,8,,,,,-,,,,,1985,1988
TV Mufambisi,Zimbabwe,6,,,,,-,,,,,2006,2007
Muhammad Usman,UAE,30,,,,,-,,,,,2016,2019
AA Mulla,Canada,24,,,,,-,,,,,2006,2009
EMDY Munaweera,Sri Lanka,2,,,,,-,,,,,2017,2017
HG Munsey,Scotland,25,,,,,-,,,,,2017,2019
GB Murgatroyd,Namibia,6,,,,,-,,,,,2003,2003
D Murphy,Scotland,8,,,,,-,,,,,2013,2013
DA Murray,West Indies,10,,,,,-,,,,,1973,1981
DJ Murray,New Zealand,1,,,,,-,,,,,1994,1994
DL Murray,West Indies,26,,,,,-,,,,,1973,1980
JR Murray,West Indies,55,,,,,-,,,,,1992,1999
R Murray,Zimbabwe,5,,,,,-,,,,,2018,2018
Mushfiqur Rahim,Bangladesh,216,,,,,-,,,,,2006,2019
P Mustard,England,10,,,,,-,,,,,2007,2008
F Mutizwa,Zimbabwe,17,,,,,-,,,,,2009,2011
R Mutumbami,Zimbabwe,33,,,,,-,,,,,2014,2019
SJ Myburgh,Netherlands,13,,,,,-,,,,,2011,2018
G Mylvaganam,UAE,3,,,,,-,,,,,1996,1996
Naeemuddin Aslam,UAE,2,,,,,-,,,,,2004,2004
Nafees Iqbal,Bangladesh,16,,,,,-,,,,,2003,2005
SS Naik,India,2,,,,,-,,,,,1974,1974
KK Nair,India,2,,,,,-,,,,,2016,2016
Najeeb Tarakai,Afghanistan,1,,,,,-,,,,,2017,2017
Nasim-ul-Ghani,Pakistan,1,,,,,-,,,,,1973,1973
Nasir Ahmed,Bangladesh,7,,,,,-,,,,,1988,1990
Nasir Hameed,Hong Kong,1,,,,,-,,,,,2004,2004
Nasir Jamshed,Pakistan,48,,,,,-,,,,,2008,2015
Nasir Javed,USA,1,,,,,-,,,,,2004,2004
Naumanullah,Pakistan,1,,,,,-,,,,,2008,2008
MN Nawaz,Sri Lanka,3,,,,,-,,,,,1998,2002
Nazimuddin,Bangladesh,11,,,,,-,,,,,2008,2012
Najmul Hossain Shanto,Bangladesh,3,,,,,-,,,,,2018,2018
CJ Nevin,New Zealand,37,,,,,-,,,,,2000,2003
HM Nicholls,New Zealand,45,,,,,-,,,,,2015,2019
PA Nixon,England,19,,,,,-,,,,,2007,2007
Noor-ul-Haq,Afghanistan,2,,,,,-,,,,,2010,2010
Noor Ali Zadran,Afghanistan,51,,,,,-,,,,,2009,2019
Nurul Abedin,Bangladesh,4,,,,,-,,,,,1986,1990
Nurul Hasan,Bangladesh,2,,,,,-,,,,,2016,2016
AA Obanda,Kenya,49,,,,,-,,,,,2007,2014
NJ O'Brien,Ireland,103,,,,,-,,,,,2006,2018
DO Obuya,Kenya,74,,,,,-,,,,,2001,2012
MP O'Dowd,Netherlands,2,,,,,-,,,,,2019,2019
NV Ojha,India,1,,,,,-,,,,,2010,2010
MA Ouma,Kenya,80,,,,,-,,,,,2004,2014
TD Paine,Australia,35,,,,,-,,,,,2009,2018
SJ Palframan,South Africa,7,,,,,-,,,,,1996,1996
MK Pandey,India,23,,,,,-,,,,,2015,2018
CS Pandit,India,36,,,,,-,,,,,1986,1992
RR Pant,India,15,,,,,-,,,,,2018,2019
MHW Papps,New Zealand,6,,,,,-,,,,,2004,2005
JV Paranjpe,India,4,,,,,-,,,,,1998,1998
BA Parchment,West Indies,7,,,,,-,,,,,2007,2008
GAHM Parkar,India,10,,,,,-,,,,,1982,1984
NM Parker,New Zealand,1,,,,,-,,,,,1976,1976
AC Parore,New Zealand,179,,,,,-,,,,,1992,2002
BP Patel,India,10,,,,,-,,,,,1974,1979
MD Patel,USA,9,,,,,-,,,,,2019,2019
ML Patel,Kenya,3,,,,,-,,,,,2004,2006
PA Patel,India,38,,,,,-,,,,,2003,2012
GA Paterson,Zimbabwe,10,,,,,-,,,,,1983,1987
SP Patil,UAE,13,,,,,-,,,,,2014,2015
